Param,ParamGroup,ProjectId,ResultStatus,ResultValue,SampleDate,SampleId,SampMedia,StationId,Unit,USGSPCode
Calcium,"Inorganics, Major, Metals",USGS,Historical,154,10/31/1938 0:00,nwisco.01.93900050,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,182,10/12/1943 0:00,nwisco.01.94400065,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,141,11/11/1943 0:00,nwisco.01.94400066,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,140,12/11/1943 0:00,nwisco.01.94400067,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,148,1/11/1944 0:00,nwisco.01.94400068,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,148,1/13/1944 0:00,nwisco.01.94400069,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,122,2/11/1944 0:00,nwisco.01.94400070,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,122,2/17/1944 0:00,nwisco.01.94400071,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,120,3/11/1944 0:00,nwisco.01.94400072,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,96,4/11/1944 0:00,nwisco.01.94400073,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,96,4/14/1944 0:00,nwisco.01.94400074,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,42,5/11/1944 0:00,nwisco.01.94400075,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,45,6/11/1944 0:00,nwisco.01.94400076,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,86,7/11/1944 0:00,nwisco.01.94400077,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,201,8/11/1944 0:00,nwisco.01.94400078,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,240,9/11/1944 0:00,nwisco.01.94400079,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,240,9/15/1944 0:00,nwisco.01.94400080,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,220,10/11/1944 0:00,nwisco.01.94500056,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,220,10/17/1944 0:00,nwisco.01.94500057,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,154,11/11/1944 0:00,nwisco.01.94500058,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,168,12/11/1944 0:00,nwisco.01.94500059,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,140,1/11/1945 0:00,nwisco.01.94500060,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,136,2/11/1945 0:00,nwisco.01.94500061,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,124,3/11/1945 0:00,nwisco.01.94500062,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,126,4/11/1945 0:00,nwisco.01.94500063,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,42,5/11/1945 0:00,nwisco.01.94500064,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,51,6/11/1945 0:00,nwisco.01.94500065,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,98,7/11/1945 0:00,nwisco.01.94500066,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,130,8/11/1945 0:00,nwisco.01.94500067,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,232,9/11/1945 0:00,nwisco.01.94500068,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,194,10/11/1945 0:00,nwisco.01.94600099,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,148,11/11/1945 0:00,nwisco.01.94600100,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,157,12/11/1945 0:00,nwisco.01.94600101,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,140,1/11/1946 0:00,nwisco.01.94600102,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,123,2/11/1946 0:00,nwisco.01.94600103,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,117,3/11/1946 0:00,nwisco.01.94600104,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,75,4/11/1946 0:00,nwisco.01.94600105,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,75,4/14/1946 0:00,nwisco.01.94600106,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,78,5/11/1946 0:00,nwisco.01.94600107,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,56,6/8/1946 0:00,nwisco.01.94600108,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,171,7/11/1946 0:00,nwisco.01.94600109,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,188,8/12/1946 0:00,nwisco.01.94600110,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,223,9/11/1946 0:00,nwisco.01.94600111,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,182,10/11/1946 0:00,nwisco.01.94700094,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,155,11/12/1946 0:00,nwisco.01.94700095,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,155,11/18/1946 0:00,nwisco.01.94700096,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,139,12/11/1946 0:00,nwisco.01.94700097,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,142,1/11/1947 0:00,nwisco.01.94700098,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,120,2/11/1947 0:00,nwisco.01.94700099,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,117,3/11/1947 0:00,nwisco.01.94700100,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,117,3/15/1947 0:00,nwisco.01.94700101,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,107,4/11/1947 0:00,nwisco.01.94700102,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,48,5/11/1947 0:00,nwisco.01.94700103,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,54,6/11/1947 0:00,nwisco.01.94700104,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,80,7/11/1947 0:00,nwisco.01.94700105,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,157,8/11/1947 0:00,nwisco.01.94700106,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,153,9/11/1947 0:00,nwisco.01.94700107,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,169,10/11/1947 0:00,nwisco.01.94800203,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,127,11/11/1947 0:00,nwisco.01.94800206,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,144,12/11/1947 0:00,nwisco.01.94800209,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,121,1/11/1948 0:00,nwisco.01.94800212,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,115,2/11/1948 0:00,nwisco.01.94800215,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,123,3/11/1948 0:00,nwisco.01.94800218,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,70,4/11/1948 0:00,nwisco.01.94800221,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,70,4/11/1948 0:00,nwisco.01.94800222,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,70,4/16/1948 0:00,nwisco.01.94800223,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,41,5/11/1948 0:00,nwisco.01.94800226,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,44,6/13/1948 0:00,nwisco.01.94800231,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,100,7/11/1948 0:00,nwisco.01.94800234,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,100,7/11/1948 0:00,nwisco.01.94800235,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,100,7/18/1948 0:00,nwisco.01.94800236,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,189,8/11/1948 0:00,nwisco.01.94800239,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,189,8/11/1948 0:00,nwisco.01.94800240,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,189,8/17/1948 0:00,nwisco.01.94800241,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,234,9/11/1948 0:00,nwisco.01.94800243,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,210,10/11/1948 0:00,nwisco.01.94900190,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,168,11/11/1948 0:00,nwisco.01.94900193,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,138,12/11/1948 0:00,nwisco.01.94900196,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,138,1/11/1949 0:00,nwisco.01.94900199,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,126,2/11/1949 0:00,nwisco.01.94900202,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,122,3/11/1949 0:00,nwisco.01.94900204,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,86,4/11/1949 0:00,nwisco.01.94900207,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,50,5/11/1949 0:00,nwisco.01.94900210,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,55,6/11/1949 0:00,nwisco.01.94900213,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,77,7/11/1949 0:00,nwisco.01.94900216,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,181,8/11/1949 0:00,nwisco.01.94900219,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,200,9/11/1949 0:00,nwisco.01.94900222,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,154,12/21/1949 0:00,nwisco.01.95000153,Surface Water,USGS-09152500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,128,10/1/1947 0:00,nwisco.01.94800245,Surface Water,USGS-09177000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,40,5/9/1948 0:00,nwisco.01.94800246,Surface Water,USGS-09177000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,97,10/1/1947 0:00,nwisco.01.94800247,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,135,10/11/1947 0:00,nwisco.01.94800248,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,82,10/18/1947 0:00,nwisco.01.94800249,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,80,11/1/1947 0:00,nwisco.01.94800250,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,84,11/11/1947 0:00,nwisco.01.94800251,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,93,11/21/1947 0:00,nwisco.01.94800252,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,91,12/1/1947 0:00,nwisco.01.94800253,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,98,12/21/1947 0:00,nwisco.01.94800254,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,100,1/1/1948 0:00,nwisco.01.94800255,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,102,1/11/1948 0:00,nwisco.01.94800256,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,107,1/21/1948 0:00,nwisco.01.94800257,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,108,2/1/1948 0:00,nwisco.01.94800258,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,107,2/12/1948 0:00,nwisco.01.94800259,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,152,2/21/1948 0:00,nwisco.01.94800260,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,138,3/1/1948 0:00,nwisco.01.94800261,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,118,3/11/1948 0:00,nwisco.01.94800262,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,131,3/21/1948 0:00,nwisco.01.94800263,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,80,4/2/1948 0:00,nwisco.01.94800264,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,53,4/11/1948 0:00,nwisco.01.94800265,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,41,4/21/1948 0:00,nwisco.01.94800266,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,48,5/1/1948 0:00,nwisco.01.94800267,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,48,5/11/1948 0:00,nwisco.01.94800268,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,44,5/21/1948 0:00,nwisco.01.94800269,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,41,6/1/1948 0:00,nwisco.01.94800270,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,39,6/11/1948 0:00,nwisco.01.94800271,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,56,6/21/1948 0:00,nwisco.01.94800272,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,52,7/1/1948 0:00,nwisco.01.94800273,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,60,7/11/1948 0:00,nwisco.01.94800274,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,90,7/21/1948 0:00,nwisco.01.94800275,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,76,7/25/1948 0:00,nwisco.01.94800276,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,84,8/1/1948 0:00,nwisco.01.94800277,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,106,8/11/1948 0:00,nwisco.01.94800278,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,94,8/21/1948 0:00,nwisco.01.94800279,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,114,9/1/1948 0:00,nwisco.01.94800280,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,135,9/11/1948 0:00,nwisco.01.94800281,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,145,9/21/1948 0:00,nwisco.01.94800282,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,125,10/1/1948 0:00,nwisco.01.94900226,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,118,10/11/1948 0:00,nwisco.01.94900228,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,119,10/21/1948 0:00,nwisco.01.94900229,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,114,11/1/1948 0:00,nwisco.01.94900230,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,132,11/11/1948 0:00,nwisco.01.94900231,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,142,11/21/1948 0:00,nwisco.01.94900232,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,124,12/1/1948 0:00,nwisco.01.94900233,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,110,12/11/1948 0:00,nwisco.01.94900234,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,112,12/21/1948 0:00,nwisco.01.94900235,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,130,12/28/1948 0:00,nwisco.01.94900236,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,130,1/1/1949 0:00,nwisco.01.94900237,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,118,1/11/1949 0:00,nwisco.01.94900238,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,86,1/15/1949 0:00,nwisco.01.94900239,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,118,1/21/1949 0:00,nwisco.01.94900240,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,126,2/1/1949 0:00,nwisco.01.94900241,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,109,2/11/1949 0:00,nwisco.01.94900242,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,116,2/23/1949 0:00,nwisco.01.94900243,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,110,3/1/1949 0:00,nwisco.01.94900244,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,116,3/11/1949 0:00,nwisco.01.94900245,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,104,3/21/1949 0:00,nwisco.01.94900246,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,103,4/1/1949 0:00,nwisco.01.94900247,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,73,4/11/1949 0:00,nwisco.01.94900248,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,52,4/19/1949 0:00,nwisco.01.94900249,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,48,5/1/1949 0:00,nwisco.01.94900250,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,45,5/11/1949 0:00,nwisco.01.94900251,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,42,5/21/1949 0:00,nwisco.01.94900252,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,45,6/1/1949 0:00,nwisco.01.94900253,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,46,6/11/1949 0:00,nwisco.01.94900254,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,43,6/21/1949 0:00,nwisco.01.94900255,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,51,7/1/1949 0:00,nwisco.01.94900256,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,49,7/11/1949 0:00,nwisco.01.94900257,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,76,7/19/1949 0:00,nwisco.01.94900258,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,105,8/1/1949 0:00,nwisco.01.94900259,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,108,8/9/1949 0:00,nwisco.01.94900260,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,133,8/15/1949 0:00,nwisco.01.94900261,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,135,8/21/1949 0:00,nwisco.01.94900262,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,141,9/1/1949 0:00,nwisco.01.94900263,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,161,9/11/1949 0:00,nwisco.01.94900264,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,171,9/21/1949 0:00,nwisco.01.94900265,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,129,10/13/1949 0:00,nwisco.01.95000184,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,124,11/11/1949 0:00,nwisco.01.95000190,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,124,12/11/1949 0:00,nwisco.01.95000193,Surface Water,USGS-09179500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,37,9/19/1947 0:00,nwisco.01.94700116,Surface Water,USGS-09247500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,37,3/19/1947 0:00,nwisco.01.94700117,Surface Water,USGS-09249500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,49,9/19/1947 0:00,nwisco.01.94700118,Surface Water,USGS-09249500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,14,6/22/1947 0:00,nwisco.01.94700119,Surface Water,USGS-09251000,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,73,3/19/1947 0:00,nwisco.01.94700120,Surface Water,USGS-09304500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,62,9/19/1947 0:00,nwisco.01.94700121,Surface Water,USGS-09304500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,39,6/8/1948 0:00,nwisco.01.94800283,Surface Water,USGS-09306300,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,76,9/30/1948 0:00,nwisco.01.94800284,Surface Water,USGS-09306300,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,62,6/8/1948 0:00,nwisco.01.94800285,Surface Water,USGS-09306380,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,85,9/30/1948 0:00,nwisco.01.94800286,Surface Water,USGS-09306380,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,78,10/1/1933 0:00,nwisco.01.93400001,Surface Water,USGS-09095500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,90,10/21/1933 0:00,nwisco.01.93400002,Surface Water,USGS-09095500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,92,11/11/1933 0:00,nwisco.01.93400003,Surface Water,USGS-09095500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,91,11/21/1933 0:00,nwisco.01.93400004,Surface Water,USGS-09095500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,92,12/1/1933 0:00,nwisco.01.93400005,Surface Water,USGS-09095500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,93,12/11/1933 0:00,nwisco.01.93400006,Surface Water,USGS-09095500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,93,12/20/1933 0:00,nwisco.01.93400007,Surface Water,USGS-09095500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,98,12/21/1933 0:00,nwisco.01.93400008,Surface Water,USGS-09095500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,91,1/21/1934 0:00,nwisco.01.93400009,Surface Water,USGS-09095500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,87,2/11/1934 0:00,nwisco.01.93400010,Surface Water,USGS-09095500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,83,3/11/1934 0:00,nwisco.01.93400011,Surface Water,USGS-09095500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,83,3/20/1934 0:00,nwisco.01.93400012,Surface Water,USGS-09095500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,77,3/21/1934 0:00,nwisco.01.93400013,Surface Water,USGS-09095500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,72,4/1/1934 0:00,nwisco.01.93400014,Surface Water,USGS-09095500,mg/l,915
Calcium,"Inorganics, Major, Metals",USGS,Historical,45,4/21/1934 0:00,nwisco.01.93400015,Surface Water,USGS-09095500,mg/l,915
